wind_speed,wind_direction,rpm,temperature,humidity,flap_angle,power
9.132,275.75,1000.31,20.69,40.75,24.02,82.055
13.636,229.94,1278.43,27.21,86.08,11.69,8.11
13.843,298.72,1260.4,36.41,65.78,6.03,0.974
10.313,180.71,1039.21,24.01,85.99,24.97,128.8
12.259,174.13,1227.9,36.56,42.68,11.43,11.251
3.204,328.3,541.77,17.89,58.01,18.43,3.521
10.087,265.59,1015.3,23.96,71.06,33.14,75.862
3.358,126.04,596.28,38.04,48.42,26.9,1.211
7.296,181.92,870.83,24.92,51.3,31.75,17.517
6.168,153.37,758.17,30.89,44.97,29.37,11.658
10.932,332.01,1063.24,30.91,91.17,20.38,96.981
12.811,220.11,1217.89,27.76,69.3,16.81,43.693
11.79,32.05,1163.78,18.07,92.8,22.48,125.207
9.629,316.15,1014.74,18.71,85.43,7.44,7.352
6.623,174.98,782.95,18.43,40.13,20.57,32.637
6.784,272.4,796.86,25.72,63.35,33.74,6.608
5.873,68.21,745.2,34.78,67.32,11.05,13.478
10.156,83.71,1050.3,27.25,53.99,31.88,87.015
10.947,4.27,1050.15,21.32,41.91,12.83,23.072
7.066,182.95,825.13,16.64,78.99,34.33,9.259
10.288,358.69,1054.4,18.4,92.76,31.1,104.646
10.051,326.51,1002.77,36.59,71.61,25.52,116.592
8.409,218.81,892.26,39.19,73.38,10.46,17.678
5.319,210.59,709.69,26.35,52.24,33.83,1.738
11.634,25.72,1136.11,29.57,44.68,31.64,174.965
3.81,236.02,597.7,16.27,41.62,27.95,1.904
3.488,312.64,632.51,25.13,71.72,29.38,0.442
10.826,315.67,1084.12,19.26,47.67,30.68,131.835
12.97,200.78,1214.95,34.63,68.8,29.16,248.109
3.652,276.53,610.83,34.1,71.65,8.14,4.568
8.28,354.23,884.97,39.37,70.9,19.39,58.389
4.864,81.07,710.73,39.69,63.33,9.22,7.182
10.145,185.71,1042.2,30.43,84.53,8.2,8.276
5.551,333.15,720.49,36.06,56.59,28.6,7.062
11.845,194.51,1182.15,19.93,75.09,27.21,185.593
5.544,44.39,744.61,20.58,51.49,13.0,15.986
4.86,303.23,712.49,22.83,41.71,5.46,3.612
6.53,83.75,780.83,23.9,75.75,11.13,16.261
5.902,260.48,782.68,31.68,82.85,10.38,12.399
10.171,83.64,1078.24,39.81,43.19,21.05,83.82
8.414,212.96,906.58,28.83,49.13,15.62,44.014
8.109,357.16,880.4,25.65,56.21,33.42,24.743
5.38,12.0,670.29,34.3,60.97,6.83,7.04
12.792,251.32,1247.32,20.33,89.8,34.61,205.152
10.905,250.91,1072.42,39.97,94.41,11.61,15.725
9.545,176.43,998.73,33.16,86.26,19.63,78.77
9.85,350.11,984.67,15.21,92.14,11.34,19.119
7.556,291.87,880.13,29.52,88.35,32.59,17.018
8.691,16.23,949.15,18.6,45.31,34.21,30.731
6.284,107.48,778.24,28.97,91.24,28.68,13.494
6.534,276.4,763.96,38.63,85.9,15.06,23.433
12.802,138.45,1211.89,37.88,64.26,29.43,228.748
13.853,326.35,1274.16,33.7,41.88,24.84,179.544
9.659,304.96,982.58,22.84,93.64,21.11,89.607
9.252,271.27,935.62,34.74,86.74,33.02,44.015
5.894,115.86,792.04,23.17,78.72,26.58,13.118
11.578,296.77,1163.37,26.18,56.19,12.81,21.538
13.192,228.9,1296.9,37.6,93.56,24.98,160.539
7.618,287.12,873.74,22.02,71.02,16.81,40.317
8.483,113.75,995.45,33.41,77.38,7.15,7.314
12.727,311.07,1194.89,16.96,88.02,6.56,2.215
9.931,6.88,1038.88,16.8,54.02,15.78,46.46
8.711,2.0,940.87,16.23,42.21,26.4,72.905
5.804,129.16,750.09,30.58,61.18,34.03,2.528
11.907,126.36,1191.31,24.03,41.04,23.15,136.552
12.456,142.67,1257.46,18.36,64.39,20.91,99.276
10.663,216.88,1059.84,33.46,44.9,31.77,116.085
11.719,138.26,1181.74,19.42,76.18,16.04,44.179
6.629,8.1,850.62,21.01,58.6,32.89,8.237
3.777,179.01,597.46,16.78,63.81,19.53,6.433
11.429,259.82,1132.99,24.68,50.38,23.78,130.548
10.599,321.38,1071.22,34.42,48.6,17.06,60.401
3.637,130.4,541.15,39.09,45.48,13.34,4.878
9.531,101.83,965.09,34.03,75.4,12.54,23.636
6.391,338.93,791.98,28.56,50.19,7.64,9.403
11.789,87.15,1187.05,26.1,46.98,13.37,21.051
8.424,256.46,886.25,35.43,48.64,14.74,34.039
9.322,258.33,1037.79,21.65,85.89,22.26,78.151
6.363,320.07,760.1,29.36,57.02,21.33,29.463
12.867,84.47,1212.26,39.26,71.9,27.24,192.703
11.806,177.96,1153.16,15.46,92.67,24.98,158.983
10.409,171.84,1041.16,35.07,86.95,20.93,98.057
6.538,98.71,819.76,18.7,46.13,8.68,11.033
4.395,193.76,658.13,26.16,64.28,25.83,3.954
7.403,20.65,810.82,30.27,72.36,9.91,14.871
12.225,45.42,1187.96,29.42,75.68,30.94,212.557
8.458,334.21,881.87,15.39,83.65,14.56,36.501
4.285,226.21,651.42,36.14,63.98,27.01,2.176
10.173,296.73,1035.19,25.39,42.55,18.36,71.419
13.626,330.01,1259.73,39.86,54.94,30.42,278.977
13.391,19.95,1260.56,39.23,94.78,15.8,28.566
13.59,92.18,1282.3,22.05,75.19,31.34,258.64
6.528,292.41,774.0,18.3,61.42,33.49,5.885
5.938,268.67,734.51,21.73,58.51,19.2,22.871
13.365,338.23,1276.81,31.83,51.58,34.15,259.673
3.035,325.69,605.91,23.35,94.98,28.41,0.0
10.544,57.8,1028.44,38.21,65.86,28.24,122.694
8.223,205.84,848.61,31.81,88.44,21.66,59.014
13.901,302.94,1279.11,36.58,80.45,17.09,35.045
5.582,333.05,733.4,35.27,69.72,18.94,19.561
10.495,110.24,1071.78,28.52,75.28,29.12,116.657
6.14,249.11,747.45,16.15,92.83,8.08,8.778
6.904,172.15,805.92,36.77,65.69,19.73,37.697
7.621,103.65,821.94,39.87,72.25,17.85,40.858
6.67,307.63,795.0,32.16,84.15,6.08,6.878
7.27,26.62,876.76,25.68,66.2,9.26,14.16
3.588,241.16,604.39,15.53,43.48,14.24,6.046
11.107,6.62,1100.44,20.21,82.39,34.62,113.346
9.316,257.8,977.3,33.95,55.33,7.71,8.307
7.173,207.8,864.3,23.81,73.59,10.24,17.124
12.318,151.39,1218.8,21.57,53.6,21.6,116.38
13.928,326.04,1287.66,21.58,90.32,7.46,1.199
4.596,291.5,721.12,35.66,70.96,34.78,0.0
9.63,138.52,992.15,25.81,63.8,22.22,95.29
13.199,297.75,1196.34,28.94,51.43,25.28,173.422
12.737,103.32,1194.84,18.98,67.55,19.38,74.431
6.371,197.96,785.09,34.45,42.95,26.93,19.787
12.616,170.96,1240.61,18.42,83.61,29.42,226.759
7.411,128.79,862.43,38.72,58.15,23.52,44.137
4.603,310.29,667.47,31.37,56.79,25.73,4.671
4.579,343.5,609.56,32.97,81.93,27.01,4.112
12.677,189.54,1225.48,35.8,87.33,20.8,101.771
7.798,59.67,886.16,27.19,54.14,23.5,51.744
3.572,6.48,600.11,24.48,87.96,30.99,0.0
13.529,137.12,1287.61,19.57,81.21,11.61,8.092
10.323,18.07,1098.95,15.46,41.11,18.81,75.231
4.125,24.86,630.66,29.88,84.25,18.69,8.255
13.872,64.81,1321.49,24.11,69.1,11.66,7.145
6.934,10.79,851.62,29.56,60.35,5.91,6.171
4.252,116.39,673.51,22.55,61.76,7.75,3.983
5.408,20.71,751.57,16.16,78.35,18.84,18.056
9.239,33.22,1021.21,38.78,59.77,34.97,34.933
3.075,339.74,627.13,32.64,78.51,11.39,2.953
5.344,300.17,759.52,27.03,74.85,31.24,3.793
4.075,317.21,653.05,22.24,49.45,34.38,1.155
9.782,56.9,1006.62,36.63,92.21,34.48,52.201
7.575,75.14,855.79,24.53,54.85,17.09,39.709
4.882,234.12,678.98,36.38,93.67,26.66,6.115
12.18,298.32,1176.72,17.09,85.65,28.59,195.501
13.525,122.03,1270.18,17.07,57.37,8.38,2.491
13.381,220.05,1269.71,37.78,92.91,29.92,250.939
4.662,146.24,661.18,34.51,83.94,32.81,0.841
11.323,358.81,1130.99,30.17,62.94,20.07,95.026
12.8,135.37,1228.37,22.92,59.25,14.29,23.14
12.514,272.56,1180.99,24.67,88.22,17.45,48.99
4.206,262.41,665.83,27.3,86.9,9.78,5.413
11.549,39.37,1140.61,17.9,70.9,6.67,2.792
13.61,7.58,1280.43,16.89,67.46,32.31,289.505
3.462,61.35,598.53,27.3,70.16,6.4,2.444
5.979,104.29,754.12,37.56,89.84,34.19,3.379
5.866,52.18,779.8,25.11,83.5,26.0,14.424
12.329,23.33,1170.51,35.48,52.5,34.38,180.659
12.702,147.85,1221.13,21.3,73.96,9.29,4.941
3.69,261.22,632.98,31.63,46.4,5.17,3.388
13.734,237.41,1313.69,16.96,75.94,32.05,285.17
5.42,129.58,724.87,26.81,76.94,28.6,7.681
7.306,265.39,866.81,32.08,57.21,7.51,9.128
3.415,286.75,595.82,25.81,44.42,27.73,0.467
4.22,267.33,610.09,37.01,40.3,12.51,7.339
8.576,350.61,907.2,24.06,64.02,19.5,65.083
11.791,156.05,1140.07,27.2,77.84,29.83,191.215
9.086,83.72,984.82,29.65,46.45,22.76,82.39
4.661,130.46,648.13,26.31,49.72,11.66,10.063
7.651,298.35,850.14,37.79,55.42,25.34,41.977
4.125,247.31,646.79,16.12,72.62,25.64,2.358
9.909,278.37,1054.84,29.77,86.61,7.72,6.609
10.383,59.46,1072.23,33.88,83.87,7.88,6.591
3.16,201.37,568.02,15.96,59.67,7.1,2.421
7.438,233.62,840.87,32.94,80.44,6.87,8.162
12.917,333.75,1212.66,30.48,88.67,16.74,42.461
12.889,271.18,1251.82,25.89,62.73,29.16,219.908
6.819,309.47,758.28,38.09,81.04,8.98,12.404
6.957,353.09,863.79,24.39,66.85,23.56,35.511
4.956,314.31,742.29,23.99,84.28,16.62,13.176
5.951,220.51,774.26,28.98,91.23,32.18,4.433
12.483,179.29,1229.41,17.42,86.21,13.63,20.554
4.29,20.13,617.77,16.27,40.25,20.46,7.918
13.915,348.36,1307.9,21.02,79.13,33.64,309.42
11.321,99.6,1105.83,16.55,78.59,17.42,58.519
10.798,219.32,1102.99,36.31,74.58,21.96,108.89
12.34,88.19,1183.08,24.32,83.82,23.32,139.137
3.56,298.92,593.01,22.87,70.49,5.44,3.002
8.374,190.72,898.07,15.59,86.68,34.93,21.056
3.048,339.86,572.18,16.19,90.66,8.55,1.62
9.855,333.94,1014.97,23.19,67.0,21.26,96.889
11.523,195.1,1111.41,19.5,56.91,20.04,96.353
11.625,159.99,1178.79,23.61,52.3,33.86,148.252
6.968,115.06,829.33,24.24,43.08,19.04,37.846
4.011,157.58,645.56,27.75,76.99,26.59,2.512
4.343,354.02,670.77,30.56,78.04,7.63,4.963
3.27,269.52,611.47,35.54,45.6,29.74,0.546
8.419,227.5,931.74,16.04,55.12,17.83,53.109
9.641,301.63,967.34,20.41,82.44,9.36,11.748
11.517,202.23,1104.85,37.33,72.12,30.12,170.995
5.234,204.25,725.99,18.77,60.33,16.26,15.867
3.564,148.6,610.83,25.29,42.5,29.39,1.026
4.354,171.79,676.87,30.24,56.34,21.06,7.989
11.955,204.3,1159.2,37.34,61.42,13.92,26.107
13.647,125.98,1263.82,32.33,44.62,14.45,19.281
13.66,350.98,1267.02,22.0,92.38,5.95,0.727
8.974,115.06,946.88,17.72,56.15,32.87,40.839
4.186,161.19,619.38,28.76,66.34,34.27,0.653
11.356,46.34,1130.61,15.2,48.56,11.66,15.465
8.7,227.29,909.21,20.98,76.38,14.73,38.93
9.716,256.93,1054.08,18.84,40.89,12.35,22.83
12.185,330.09,1176.26,38.22,63.58,19.99,90.718
4.681,15.42,664.83,19.0,57.3,33.57,0.361
5.228,181.25,674.91,23.92,93.4,30.29,4.205
11.521,351.4,1153.08,18.68,50.44,5.89,1.789
9.696,357.54,974.01,28.55,56.2,19.0,74.611
4.092,249.26,594.4,24.9,45.74,31.29,0.624
10.218,324.45,973.3,35.99,62.21,10.22,12.144
10.138,24.49,1036.23,25.59,92.11,28.25,118.414
12.886,307.27,1276.47,27.6,89.94,19.59,76.262
3.516,261.69,577.66,19.09,49.45,20.11,3.11
3.256,196.54,594.88,16.88,64.73,8.03,3.524
9.723,283.02,1012.63,39.84,64.36,6.87,5.529
5.333,201.16,743.3,15.11,70.03,12.75,13.319
12.992,354.99,1259.08,28.77,42.45,31.92,244.857
8.874,69.26,899.2,25.41,83.78,18.74,57.915
11.099,48.78,1179.52,16.5,45.5,25.63,135.602
7.646,152.1,854.67,33.18,56.37,31.52,23.912
8.242,246.15,878.6,20.56,41.34,30.26,38.616
5.328,188.65,683.74,38.06,75.33,12.24,14.47
4.176,150.58,613.4,36.92,68.92,31.86,0.9
6.67,343.69,832.35,27.17,92.28,18.19,33.846
10.858,102.13,1108.43,19.18,93.38,16.63,49.163
4.513,172.97,656.66,30.06,93.1,8.34,6.793
13.736,57.26,1254.25,20.65,84.4,19.33,66.24
7.782,11.53,904.81,22.72,40.77,26.45,46.319
7.411,322.88,829.7,34.1,58.26,16.59,38.349
4.285,221.21,653.98,27.14,76.42,8.76,5.711
12.933,239.04,1205.21,22.52,54.47,18.63,63.391
9.711,206.12,1036.66,16.37,65.48,19.17,76.757
5.984,156.04,758.67,15.59,57.29,20.5,23.932
7.821,332.7,864.77,20.83,62.39,12.1,24.221
4.485,73.04,641.5,28.41,81.28,15.74,9.854
12.693,152.35,1164.3,27.52,63.17,34.49,202.182
3.664,129.74,569.03,24.32,54.78,14.36,5.36
8.397,333.38,898.43,32.65,85.78,19.43,59.768
9.896,1.46,1064.01,24.97,42.88,17.38,63.21
6.139,140.53,748.73,35.7,72.2,28.5,12.564
9.232,308.57,956.6,15.16,72.85,24.98,88.006
12.603,111.21,1207.08,38.57,91.45,19.24,72.023
8.708,96.76,969.59,25.0,76.0,30.87,45.163
10.159,56.26,1022.44,35.56,90.12,8.92,10.114
10.317,197.97,1033.47,27.66,89.11,6.69,3.901
11.511,71.39,1102.54,17.73,94.55,17.0,52.619
12.753,16.51,1206.19,26.19,74.5,32.23,238.612
12.51,292.96,1200.03,17.33,76.79,15.73,35.817
13.455,146.57,1319.55,19.4,93.83,12.72,10.995
6.411,207.11,756.5,22.67,76.93,25.21,24.296
13.06,21.91,1209.05,23.0,50.59,30.49,257.189
3.875,358.55,598.01,15.37,67.96,10.77,4.846
12.223,325.16,1162.47,28.74,79.66,32.01,208.965
8.429,113.91,922.55,38.3,50.3,15.33,39.155
6.555,346.41,803.79,39.11,80.58,11.85,18.78
11.864,35.63,1163.3,38.09,55.06,12.38,18.205
13.628,48.2,1270.16,38.99,65.19,13.62,14.97
5.507,258.32,708.94,18.64,78.62,17.86,18.459
13.108,179.6,1235.83,31.09,55.53,30.7,259.182
8.197,163.59,891.71,21.55,75.01,23.61,65.065
4.654,312.43,655.4,33.47,68.05,21.89,8.477
3.112,162.25,567.32,37.45,76.25,22.17,1.936
9.149,104.96,955.57,19.34,67.93,16.38,47.865
5.856,43.6,684.75,27.57,63.3,19.1,21.355
11.523,348.3,1123.98,36.67,49.9,15.27,38.881
7.001,202.95,843.88,29.2,59.89,12.83,23.735
5.909,355.67,762.32,37.31,59.27,28.12,11.439
6.155,330.89,762.83,21.88,79.42,28.17,13.77
7.558,234.83,835.1,16.78,80.36,13.77,28.116
6.549,161.93,792.65,33.74,76.07,5.62,6.566
8.198,358.85,897.84,33.21,46.79,8.02,10.516
3.785,141.64,601.96,30.93,45.21,12.68,5.847
11.45,350.88,1063.53,27.63,51.96,6.56,3.144
3.641,308.06,635.34,26.1,74.19,24.15,2.241
13.259,138.54,1259.87,20.43,64.41,24.7,177.581
11.393,355.73,1160.74,18.25,58.41,19.88,94.853
8.778,91.92,914.94,27.28,66.47,30.43,48.249
5.658,217.54,716.29,27.93,67.2,24.55,15.626
9.823,223.82,1007.0,35.9,50.73,20.58,85.539
6.981,96.37,807.63,36.66,84.36,20.21,35.357
6.986,350.31,848.02,37.26,48.45,27.27,27.631
3.196,150.99,541.22,37.95,45.76,9.98,2.862
13.214,160.68,1311.37,35.02,85.71,15.83,29.381
6.646,80.6,782.36,39.03,43.89,28.22,16.862
3.784,239.45,595.52,31.03,84.95,6.91,4.009
12.15,269.8,1166.76,36.48,60.87,29.08,184.31
11.819,282.92,1141.55,19.29,69.06,21.89,116.627
12.766,295.81,1224.21,31.76,81.54,5.15,0.769
4.327,45.09,614.76,23.14,68.2,28.57,1.534
5.126,221.06,734.57,15.07,89.52,16.49,14.079
9.579,61.42,1032.98,28.91,74.85,26.27,94.387
13.181,179.26,1248.72,31.89,83.64,32.32,263.981
10.44,171.26,1070.89,19.86,44.22,12.8,26.025
11.725,194.06,1121.78,18.35,76.1,10.78,11.563
4.067,310.0,621.74,22.49,75.98,8.45,6.081
10.771,135.22,1022.76,21.75,93.3,27.89,129.017
7.228,227.88,874.17,31.73,70.41,32.97,12.799
12.115,276.09,1189.06,26.17,76.57,32.7,176.472
10.323,149.05,1086.89,23.29,75.59,31.87,101.167
4.717,31.92,680.74,37.7,83.47,20.94,9.978
7.982,359.0,885.77,26.92,71.85,16.2,45.782
7.726,328.26,870.17,30.48,84.33,28.89,34.481
13.655,259.17,1278.35,16.36,54.87,7.44,1.436
13.86,141.2,1282.93,24.3,64.95,17.58,42.553
10.066,277.11,1018.73,38.2,59.95,9.18,9.847
10.072,172.69,1020.95,22.52,82.05,14.73,41.697
3.231,270.83,610.91,33.16,53.27,31.74,0.531
7.688,252.96,840.15,17.93,78.66,30.14,26.538
12.215,342.28,1194.67,23.36,86.74,30.06,212.445
3.14,73.38,563.21,36.88,56.3,19.72,2.445
8.81,228.58,966.29,35.8,48.19,29.09,63.399
7.156,126.58,851.17,16.4,46.14,8.65,11.33
9.643,79.29,1001.45,36.18,65.28,8.55,9.227
8.061,302.35,873.31,30.99,77.46,11.08,19.765
9.539,352.35,1021.02,25.31,41.78,6.46,5.358
8.073,221.72,928.36,35.68,87.46,20.34,57.62
3.202,241.03,561.3,27.25,68.44,21.9,1.605
8.593,181.71,919.61,21.4,51.92,20.93,72.25
7.309,247.16,846.32,39.91,64.58,33.16,13.224
5.578,314.18,679.43,38.63,71.34,12.72,14.949
11.958,212.55,1211.99,23.87,46.36,29.06,191.292
5.377,162.84,736.03,18.78,76.18,18.38,18.178
11.051,348.14,1114.64,21.93,69.46,13.81,30.377
12.155,111.09,1189.53,30.23,85.64,24.22,145.395
7.943,151.25,882.85,23.15,71.23,29.31,38.765
5.383,38.1,722.4,37.66,62.46,7.57,8.931
5.45,317.52,752.24,35.74,43.45,26.27,10.373
7.193,208.88,831.84,15.59,55.17,17.97,39.852
6.358,215.43,785.47,16.5,59.09,7.95,9.63
11.366,221.84,1112.76,37.69,67.2,30.96,155.922
9.886,26.15,1029.85,39.43,48.83,6.63,4.539
9.86,303.8,990.74,25.65,77.3,20.68,84.495
12.818,299.73,1242.6,22.71,44.44,26.68,198.52
4.056,171.69,614.28,26.66,48.37,5.06,3.123
12.774,168.76,1216.16,28.93,41.64,15.34,30.951
4.689,359.61,629.77,15.29,74.27,22.68,8.523
10.725,252.6,1087.77,19.42,94.92,7.51,5.113
3.71,283.1,583.86,36.62,45.08,18.06,5.449
11.505,247.05,1113.15,30.27,74.85,33.79,135.596
9.71,212.33,1024.69,36.07,87.51,15.89,47.766
9.59,13.64,1008.79,15.25,87.35,12.87,27.882
9.85,48.2,977.76,18.62,90.56,6.65,5.064
6.601,110.14,815.12,31.97,63.25,27.31,20.456
11.155,95.01,1111.14,32.35,54.08,20.68,92.965
3.046,43.46,540.47,31.2,58.64,7.99,2.729
13.622,313.23,1278.19,17.57,74.24,16.05,29.411
13.739,56.55,1326.22,38.38,65.88,23.29,131.531
5.664,166.62,776.57,37.43,84.87,11.61,15.163
6.066,90.4,721.95,18.62,80.63,19.48,22.452
9.337,155.68,1001.49,38.58,49.12,11.68,21.99
3.209,151.31,573.54,21.48,77.99,6.33,1.649
12.826,281.49,1269.86,19.27,89.08,21.23,97.469
8.713,67.39,942.2,33.37,68.69,31.02,45.171
11.241,8.39,1098.17,25.69,81.4,20.2,97.2
8.093,78.33,892.36,15.49,43.33,25.29,53.847
7.599,272.06,944.97,38.43,76.54,16.2,31.103
3.221,30.37,607.68,19.95,47.46,34.65,0.0
5.365,108.27,701.56,17.39,89.75,19.3,17.44
6.712,136.7,798.66,32.45,68.01,19.63,33.987
5.6,158.25,737.07,29.75,69.54,29.26,7.274
13.682,119.8,1244.91,27.65,69.68,7.26,0.913
4.934,54.01,666.91,34.57,52.27,29.03,3.318
6.631,247.66,773.79,24.09,50.74,16.67,28.679
11.871,119.58,1113.2,18.96,58.02,9.6,7.718
8.958,315.64,943.05,20.14,55.43,13.06,29.895
13.808,211.71,1291.11,32.18,61.27,7.26,1.459
10.456,339.35,1020.59,16.11,80.09,11.07,15.873
9.587,122.35,1011.64,15.92,61.14,26.61,95.358
9.78,25.42,1039.38,18.64,72.02,14.18,36.346
5.041,182.47,699.54,32.53,83.72,17.65,15.019
5.097,4.49,736.79,24.42,58.32,32.39,1.99
6.476,12.44,805.9,29.53,73.74,10.04,14.93
8.816,221.2,923.07,31.88,85.26,31.69,44.289
11.357,186.84,1169.44,24.59,41.71,5.11,2.23
4.094,214.5,626.77,19.36,92.74,28.4,1.799
7.554,10.56,852.93,31.25,93.99,28.46,33.187
5.992,288.8,765.76,27.2,82.88,30.77,6.937
10.854,177.97,1116.66,27.39,62.92,11.71,17.924
13.37,257.44,1279.22,16.9,90.72,20.37,81.488
6.267,86.65,750.0,34.28,94.09,33.76,4.167
7.134,257.75,865.57,21.54,46.45,5.99,6.786
11.918,305.36,1128.22,26.81,65.45,25.78,166.247
5.512,44.3,717.15,39.11,59.62,5.22,4.469
3.63,246.97,570.0,17.67,43.97,27.54,1.175
6.393,253.17,772.3,36.72,67.17,7.76,9.441
3.873,114.29,623.01,35.3,41.33,8.49,5.439
6.785,311.58,780.83,19.19,61.79,5.29,5.249
6.785,34.87,824.09,16.06,93.55,24.76,29.061
4.99,116.59,697.23,20.64,87.71,24.57,8.812
3.827,238.5,631.7,38.87,49.71,21.8,3.497
12.32,299.71,1205.14,22.79,44.11,23.48,143.68
3.906,253.63,602.06,35.4,41.97,19.73,5.391
3.4,267.48,552.65,24.11,78.29,18.02,3.412
12.267,73.69,1192.67,32.13,88.68,15.87,38.898
4.232,144.81,644.45,19.69,47.26,30.29,1.438
9.338,136.03,1002.15,17.99,53.43,7.24,6.728
11.021,121.65,1124.13,20.17,76.16,11.09,14.479
12.514,336.32,1241.06,35.87,85.49,19.33,79.851
4.027,303.29,603.99,23.45,74.75,12.1,7.022
3.549,286.33,614.11,20.63,93.92,13.34,4.621
5.434,36.42,717.78,23.0,67.74,21.58,16.528
4.122,50.98,648.28,24.43,59.83,20.59,6.661
10.132,96.48,1042.51,24.07,93.08,12.67,23.787
9.964,354.74,1019.2,36.68,59.84,33.52,68.596
7.274,267.44,802.2,31.07,43.23,32.45,13.502
3.234,76.9,550.34,15.05,60.64,21.43,2.779
9.644,146.15,1031.18,15.4,72.66,5.97,3.739
13.659,43.19,1303.07,39.58,71.81,18.84,60.098
9.974,288.87,1016.79,22.01,45.18,9.36,11.251
10.011,185.47,1026.85,38.65,94.54,15.37,42.896
8.917,267.65,928.23,30.91,85.74,9.94,13.399
4.564,1.26,670.5,36.13,92.01,5.9,4.45
5.501,281.88,709.13,23.48,55.64,12.58,14.681
11.637,260.13,1182.19,32.77,81.04,33.07,146.16
13.314,121.36,1234.88,16.61,56.31,33.72,251.787
13.57,17.91,1312.3,30.7,89.38,15.5,25.786
8.175,350.6,923.94,25.62,90.46,9.17,14.337
5.796,148.62,719.3,17.32,92.47,33.21,3.143
5.872,20.41,730.25,28.04,54.53,6.24,6.863
12.196,150.6,1203.97,25.99,46.18,10.02,7.919
6.993,120.83,816.74,37.7,51.12,27.29,25.504
7.951,67.13,871.96,19.67,41.55,7.08,7.806
7.07,244.43,864.91,17.41,53.6,15.53,30.371
9.043,199.61,951.9,28.84,64.51,30.43,62.797
11.172,222.64,1146.5,37.6,41.45,33.56,117.079
4.8,210.62,665.4,31.29,93.66,29.37,3.373
11.596,339.31,1088.32,22.12,55.28,19.39,84.916
5.857,199.8,773.88,23.89,49.33,32.65,4.111
3.638,244.98,615.02,31.22,94.93,34.53,0.055
13.614,208.93,1308.56,18.88,65.77,31.52,285.747
8.661,43.13,914.9,18.61,58.94,12.53,27.384
8.816,309.0,965.46,23.06,58.35,32.76,40.528
12.559,194.94,1235.33,25.24,85.81,8.67,4.75
12.231,285.0,1201.1,28.23,82.84,29.28,205.554
11.485,317.44,1157.5,36.26,58.64,11.58,14.824
3.165,241.47,536.89,20.62,42.92,5.56,1.783
11.114,229.44,1129.65,26.6,62.1,6.96,4.492
12.516,44.29,1189.52,15.43,40.7,18.75,69.674
9.621,352.18,983.8,22.33,90.12,13.32,32.711
12.346,212.8,1178.66,39.71,46.4,28.95,213.752
8.179,198.83,893.51,22.63,46.4,27.35,52.626
7.099,178.32,818.24,30.21,72.97,16.31,35.746
11.105,81.57,1164.31,32.9,52.01,19.67,76.022
3.472,243.5,582.5,30.87,44.34,17.27,4.193
11.413,245.97,1122.35,39.39,90.82,14.25,29.783
3.232,161.4,588.98,27.96,87.08,20.21,3.331
7.231,250.26,788.96,17.15,74.82,29.31,22.541
9.9,209.88,1016.43,26.77,40.41,12.13,23.671
11.243,158.92,1114.55,33.22,51.83,11.54,16.315
3.828,358.31,589.35,19.82,44.13,26.47,2.768
11.853,269.86,1227.16,18.57,46.84,18.84,66.592
13.177,61.41,1195.5,26.13,54.04,27.5,210.392
11.063,112.33,1142.66,22.01,93.03,17.53,57.854
6.359,324.98,802.91,39.75,43.53,21.01,28.451
9.517,145.63,1028.33,20.78,75.04,24.41,98.285
12.768,96.67,1207.16,28.72,42.49,19.22,72.885
11.094,320.43,1135.02,25.12,89.61,6.42,3.28
10.456,339.84,1030.77,37.43,67.95,25.13,122.952
6.094,341.28,749.35,35.16,50.15,6.97,7.8
5.257,249.29,690.7,15.85,91.66,29.25,4.8
12.179,28.15,1162.06,29.1,77.93,32.33,200.342
11.394,212.21,1147.55,20.04,80.94,24.5,148.999
3.036,323.32,554.39,28.12,80.61,7.43,2.645
6.149,148.47,780.48,29.52,79.89,17.21,27.024
11.909,73.25,1128.77,20.85,80.04,9.84,6.593
8.361,250.41,883.54,28.96,70.7,24.77,63.577
5.039,247.82,700.27,28.37,41.88,19.6,13.798
7.489,234.6,883.52,21.11,57.1,20.63,46.331
7.44,55.63,870.64,27.33,72.88,32.4,17.054
10.543,191.07,1099.59,16.77,58.62,17.52,63.952
8.907,62.51,942.04,27.77,53.38,24.44,78.453
6.618,228.31,829.83,20.58,81.63,9.66,13.773
13.561,66.18,1293.78,26.2,92.52,15.45,25.27
9.529,88.23,995.55,34.35,72.45,33.99,46.799
4.918,157.92,641.85,30.81,84.78,7.56,7.02
7.75,320.18,919.74,35.79,82.96,29.53,33.127
7.277,198.91,839.63,16.61,71.68,7.54,9.774
10.741,27.89,1101.3,18.76,88.81,8.16,6.613
13.83,311.03,1291.02,15.93,70.9,21.45,99.164
6.383,118.7,718.74,19.65,84.9,17.77,25.565
3.772,333.6,543.63,35.07,47.15,5.76,3.286
7.576,272.91,860.63,30.28,75.76,12.21,22.3
9.131,309.53,961.18,16.23,59.79,17.39,56.617
9.037,231.99,981.47,38.95,62.84,12.4,24.924
11.155,299.81,1121.29,25.41,44.71,11.64,16.273
8.3,173.4,879.21,27.4,68.85,13.3,30.24
6.731,84.14,834.76,16.84,93.51,25.94,23.564
7.838,112.34,895.75,36.9,89.72,34.68,14.455
3.413,46.99,553.24,21.67,40.24,19.9,4.192
